Datum;DeltaAnzahlVortag;DeltaGeheiltVortag;DeltaTotVortag;DeltaAktivVortag;DeltaTestGesamtVortag
26.08.2021 00:00:00;1404;814;2;588;422734
27.08.2021 00:00:00;1375;927;6;442;255447
28.08.2021 00:00:00;1345;943;7;395;326424
29.08.2021 00:00:00;1083;820;3;260;332283
30.08.2021 00:00:00;1280;808;2;470;230634
31.08.2021 00:00:00;1852;1147;3;702;274462
01.09.2021 00:00:00;1557;1104;4;449;282427
02.09.2021 00:00:00;1692;1152;7;533;411231
03.09.2021 00:00:00;1931;1183;5;743;264200
04.09.2021 00:00:00;1577;1146;8;423;342379
05.09.2021 00:00:00;1390;1086;8;296;375399
06.09.2021 00:00:00;1799;1160;3;636;338111
07.09.2021 00:00:00;2301;1203;8;1090;338557
08.09.2021 00:00:00;2168;1413;7;748;439775
09.09.2021 00:00:00;2338;1343;4;991;347969
10.09.2021 00:00:00;2245;1349;9;887;321630
11.09.2021 00:00:00;1835;1509;6;320;358111
12.09.2021 00:00:00;1390;1300;2;88;364949
13.09.2021 00:00:00;1848;1441;6;401;309931
14.09.2021 00:00:00;2600;1723;13;864;371093
15.09.2021 00:00:00;2317;1484;9;824;353847
16.09.2021 00:00:00;2210;1650;7;553;478750
17.09.2021 00:00:00;2028;1668;6;354;284257
18.09.2021 00:00:00;1429;1703;7;-281;367712
19.09.2021 00:00:00;1337;1652;15;-330;374322
20.09.2021 00:00:00;1378;1743;11;-376;279401
21.09.2021 00:00:00;2108;2304;9;-205;262426
22.09.2021 00:00:00;1841;1834;11;-4;447985
23.09.2021 00:00:00;1816;1877;10;-71;497356
24.09.2021 00:00:00;1827;1991;8;-172;304125
25.09.2021 00:00:00;1386;1905;9;-528;352913
26.09.2021 00:00:00;1384;1788;9;-413;350169
27.09.2021 00:00:00;1589;1640;5;-56;296446
28.09.2021 00:00:00;2614;2283;13;318;358279
29.09.2021 00:00:00;1925;1986;7;-68;359097
30.09.2021 00:00:00;1739;2120;6;-387;433868
01.10.2021 00:00:00;1808;1849;8;-49;290255
02.10.2021 00:00:00;1558;1784;12;-238;225990
03.10.2021 00:00:00;1374;1523;7;-156;408724
04.10.2021 00:00:00;1458;1686;7;-235;287120
05.10.2021 00:00:00;2680;2412;13;255;365396
06.10.2021 00:00:00;2037;1858;7;172;326599
07.10.2021 00:00:00;1851;2087;10;-246;433055
08.10.2021 00:00:00;1877;2081;5;-209;270111
09.10.2021 00:00:00;1583;1895;9;-321;287442
10.10.2021 00:00:00;1297;1672;8;-383;298259
11.10.2021 00:00:00;1594;1675;11;-92;236189
12.10.2021 00:00:00;2721;2201;12;508;351804
13.10.2021 00:00:00;2115;1676;6;433;329066
14.10.2021 00:00:00;2394;1829;10;555;427441
15.10.2021 00:00:00;2381;1970;7;404;280850
16.10.2021 00:00:00;2150;1738;16;396;321818
17.10.2021 00:00:00;1997;1791;15;191;298128
18.10.2021 00:00:00;2726;1734;6;986;248407
19.10.2021 00:00:00;3981;2304;11;1666;364890
20.10.2021 00:00:00;3620;1861;10;1749;335375
21.10.2021 00:00:00;3485;1835;11;1639;455165
22.10.2021 00:00:00;3709;2047;8;1654;284844
23.10.2021 00:00:00;3534;2082;11;1441;315989
24.10.2021 00:00:00;2797;1952;15;830;314239
25.10.2021 00:00:00;3446;2213;10;1223;245796
26.10.2021 00:00:00;4488;2888;17;1583;354029
27.10.2021 00:00:00;4312;2473;15;1824;268599
28.10.2021 00:00:00;5939;2587;11;3341;451995
29.10.2021 00:00:00;5981;2898;10;3073;312927
30.10.2021 00:00:00;5634;2822;16;2796;338420
31.10.2021 00:00:00;4797;2772;13;2012;340861
01.11.2021 00:00:00;5287;3262;20;2005;276500
02.11.2021 00:00:00;6583;3871;17;2695;306382
03.11.2021 00:00:00;8969;3345;25;5599;581327
04.11.2021 00:00:00;9785;3509;21;6255;550179
05.11.2021 00:00:00;9708;3981;27;5700;473302
06.11.2021 00:00:00;8128;3987;21;4120;414915
07.11.2021 00:00:00;8023;4265;19;3739;397268
08.11.2021 00:00:00;7760;4521;27;3212;380970
09.11.2021 00:00:00;11977;5497;29;6451;454958
10.11.2021 00:00:00;13224;5154;25;8045;346999
11.11.2021 00:00:00;10591;5287;51;5253;725954
12.11.2021 00:00:00;12662;5690;45;6927;445216
13.11.2021 00:00:00;11440;6507;48;4885;381534
14.11.2021 00:00:00;11206;6191;41;4974;323413
15.11.2021 00:00:00;10980;7055;37;3888;399798
16.11.2021 00:00:00;16475;7577;38;8860;464540
17.11.2021 00:00:00;15027;8030;46;6951;593434
18.11.2021 00:00:00;14891;8456;44;6391;553894
19.11.2021 00:00:00;14075;8861;50;5164;552269
20.11.2021 00:00:00;14105;9806;39;4260;430547
21.11.2021 00:00:00;11640;9485;54;2101;524203
22.11.2021 00:00:00;11979;10423;55;1501;354947
23.11.2021 00:00:00;14519;12467;53;1999;428955
24.11.2021 00:00:00;14463;12162;48;2253;368068
25.11.2021 00:00:00;12127;13251;59;-1183;619654
26.11.2021 00:00:00;12053;13424;65;-1436;606176
27.11.2021 00:00:00;9622;13381;47;-3806;346928
28.11.2021 00:00:00;7988;11952;56;-4020;268213
29.11.2021 00:00:00;8109;12960;66;-4917;285534
30.11.2021 00:00:00;10966;14024;39;-3097;469103
01.12.2021 00:00:00;8775;13307;62;-4594;491554
02.12.2021 00:00:00;7262;12414;59;-5211;466309
03.12.2021 00:00:00;6266;13297;59;-7090;400321
04.12.2021 00:00:00;5316;11588;51;-6323;296446
05.12.2021 00:00:00;4270;10754;42;-6526;292422
06.12.2021 00:00:00;4428;10963;44;-6579;310646
07.12.2021 00:00:00;6088;13271;52;-7235;457815
08.12.2021 00:00:00;4318;11194;51;-6927;395681
09.12.2021 00:00:00;3126;10390;44;-7308;301881
10.12.2021 00:00:00;4826;9879;44;-5097;411029
11.12.2021 00:00:00;3271;9188;32;-5949;264154
12.12.2021 00:00:00;3263;7520;34;-4291;288460
13.12.2021 00:00:00;2935;7739;39;-4843;261523
14.12.2021 00:00:00;4132;8395;40;-4303;460677
15.12.2021 00:00:00;2933;6772;28;-3867;466533
16.12.2021 00:00:00;2700;6294;26;-3620;410701
17.12.2021 00:00:00;2348;6108;25;-3785;428824
18.12.2021 00:00:00;1989;5263;23;-3297;332869
19.12.2021 00:00:00;1887;4285;28;-2426;262854
20.12.2021 00:00:00;1950;4745;18;-2813;252128
21.12.2021 00:00:00;2817;5535;21;-2739;316974
22.12.2021 00:00:00;2163;4362;14;-2213;538458
23.12.2021 00:00:00;2266;4033;17;-1784;338202
24.12.2021 00:00:00;2117;3808;9;-1700;508023
25.12.2021 00:00:00;1634;3156;13;-1535;389512
26.12.2021 00:00:00;1735;2839;15;-1119;290509
27.12.2021 00:00:00;2605;2669;18;-82;193332
28.12.2021 00:00:00;3342;3456;16;-130;2196281
29.12.2021 00:00:00;3182;2649;14;519;317231
30.12.2021 00:00:00;3811;2341;23;1447;305717
31.12.2021 00:00:00;3702;2687;11;1004;352361
01.01.2022 00:00:00;3002;2016;8;978;328668
02.01.2022 00:00:00;3491;1905;9;1577;198549
03.01.2022 00:00:00;5999;2215;15;3769;198125
04.01.2022 00:00:00;10086;2634;10;7442;331732
05.01.2022 00:00:00;8795;2429;8;6358;570586
06.01.2022 00:00:00;8898;2442;6;6450;319520
07.01.2022 00:00:00;7061;2400;8;4653;331149
08.01.2022 00:00:00;10722;2693;7;8022;471709
09.01.2022 00:00:00;10937;3005;11;7921;446699
10.01.2022 00:00:00;12708;3975;11;8722;528372
11.01.2022 00:00:00;16552;4695;9;11848;515761
12.01.2022 00:00:00;16877;4499;8;12370;1469988
13.01.2022 00:00:00;16995;6252;4;10739;482191
14.01.2022 00:00:00;17136;7898;11;9227;736449
15.01.2022 00:00:00;14960;7159;8;7793;500115
16.01.2022 00:00:00;16190;8283;9;7898;728344
17.01.2022 00:00:00;18377;9682;5;8690;453008
18.01.2022 00:00:00;28198;10920;5;17273;532431
19.01.2022 00:00:00;25206;10797;11;14398;842360
20.01.2022 00:00:00;29751;11158;4;18589;1388277
21.01.2022 00:00:00;26744;12122;14;14608;616780
22.01.2022 00:00:00;23427;11598;8;11821;539273
23.01.2022 00:00:00;25249;12960;15;12274;465147
24.01.2022 00:00:00;26754;14874;11;11869;457621
25.01.2022 00:00:00;38251;16973;10;21268;533996
26.01.2022 00:00:00;35871;17448;9;18414;791137
27.01.2022 00:00:00;37961;18807;15;19139;1735543
28.01.2022 00:00:00;33718;20574;18;13126;701619
29.01.2022 00:00:00;29075;20975;12;8088;568134
30.01.2022 00:00:00;26284;23813;15;2456;425786
31.01.2022 00:00:00;27886;23908;10;3968;292063
01.02.2022 00:00:00;44201;27216;11;16974;708812
02.02.2022 00:00:00;33768;24887;17;8864;1223923
03.02.2022 00:00:00;36930;27704;22;9204;1161196
04.02.2022 00:00:00;33269;30477;16;2776;596739
05.02.2022 00:00:00;30074;26777;21;3276;545912
06.02.2022 00:00:00;26052;28232;17;-2197;492386
07.02.2022 00:00:00;28880;29820;22;-962;417128
08.02.2022 00:00:00;39972;33274;13;6685;625935
09.02.2022 00:00:00;35304;41974;14;-6684;758201
10.02.2022 00:00:00;33346;44394;21;-11069;828701
11.02.2022 00:00:00;30002;43331;29;-13358;429377
12.02.2022 00:00:00;25198;40329;29;-15160;681801
13.02.2022 00:00:00;24269;41642;15;-17388;369192
14.02.2022 00:00:00;26679;38744;28;-12093;251563
15.02.2022 00:00:00;39100;49960;26;-10886;709849
16.02.2022 00:00:00;31083;31950;20;-887;856210
17.02.2022 00:00:00;30834;31800;24;-990;706449
18.02.2022 00:00:00;26089;34359;19;-8289;618109
19.02.2022 00:00:00;22120;30148;21;-8049;711316
20.02.2022 00:00:00;21581;28456;18;-6893;368063
21.02.2022 00:00:00;24088;28287;26;-4225;195199
22.02.2022 00:00:00;35816;29551;23;6242;502195
23.02.2022 00:00:00;29167;28186;20;961;630202
24.02.2022 00:00:00;30466;27642;23;2801;847093
25.02.2022 00:00:00;25754;29411;21;-3678;468335
26.02.2022 00:00:00;22557;24142;18;-1603;697503
27.02.2022 00:00:00;20264;24555;7;-4298;308691
